,Bike_number,StartLatitude,StartLongitude,EndLatitude,EndLogitude,OriginZip,DestinationZip,Duration,Duration per minute
2989,W21800,38.9057,-77.0056,38.9057,-77.0056,20002,20002,1138.0,18.966666666666665
2990,W23016,38.8767,-77.0178,38.8767,-77.0178,20024,20024,5896.0,98.26666666666667
2991,W20711,38.8637,-77.0633,38.8637,-77.0633,20037,22204,450.0,7.5
2992,W20493,38.9319,-77.0388,38.9319,-77.0388,20036,20036,2112.0,35.2
2993,W23397,38.8637,-77.0633,38.8637,-77.0633,20037,22204,1475.0,24.583333333333332
2994,W01428,38.9086,-77.0323,38.9086,-77.0323,20005,20005,769.0,12.816666666666666
2995,W21599,38.9086,-77.0323,38.9086,-77.0323,20006,20005,2128.0,35.46666666666667
2996,W20627,38.9057,-77.0056,38.9057,-77.0056,20002,20002,128.0,2.1333333333333333
2997,W01162,38.9249,-77.0222,38.9249,-77.0222,20059,20059,606.0,10.1
2998,W01078,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1633.0,27.216666666666665
2999,W21757,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1698.0,28.3
3000,W22516,38.9086,-77.0323,38.9086,-77.0323,20005,20005,1931.0,32.18333333333333
3001,W23139,38.9176,-77.0321,38.9176,-77.0321,20010,20010,7538.0,125.63333333333334
3002,W00795,38.8637,-77.0633,38.8637,-77.0633,20037,22204,5411.0,90.18333333333334
3003,W20092,38.9086,-77.0323,38.9086,-77.0323,20005,20005,1869.0,31.15
3004,W22154,38.9086,-77.0323,38.9086,-77.0323,20006,20005,5630.0,93.83333333333333
3005,W23133,38.9057,-77.0056,38.9057,-77.0056,20002,20002,3014.0,50.233333333333334
3006,W21484,38.8767,-77.0178,38.8767,-77.0178,20024,20024,591.0,9.85
3007,W23255,38.9086,-77.0323,38.9086,-77.0323,20005,20005,112.0,1.8666666666666667
3008,W00715,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1200.0,20.0
3009,W23342,38.9319,-77.0388,38.9319,-77.0388,20010,20036,887.0,14.783333333333333
3010,W21380,38.9375,-77.0328,38.9375,-77.0328,20010,20010,3350.0,55.833333333333336
3011,W22895,38.9086,-77.0323,38.9086,-77.0323,20005,20005,2326.0,38.766666666666666
3012,W01143,38.9086,-77.0323,38.9086,-77.0323,20006,20005,89.0,1.4833333333333334
3013,W21221,38.9057,-77.0056,38.9057,-77.0056,20002,20002,9234.0,153.9
3014,W20278,38.8767,-77.0178,38.8767,-77.0178,20024,20024,2252.0,37.53333333333333
3015,W21069,38.9086,-77.0323,38.9086,-77.0323,20005,20005,575.0,9.583333333333334
3016,W00431,38.9249,-77.0222,38.9249,-77.0222,20059,20059,419.0,6.983333333333333
3017,W20394,38.9057,-77.0056,38.9057,-77.0056,20002,20002,7310.0,121.83333333333333
3018,W23104,38.9086,-77.0323,38.9086,-77.0323,20006,20005,5404.0,90.06666666666666
3019,W23316,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1056.0,17.6
3020,W23177,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1913.0,31.883333333333333
3021,W21203,38.9086,-77.0323,38.9086,-77.0323,20006,20005,288.0,4.8
3022,W22118,38.9057,-77.0056,38.9057,-77.0056,20002,20002,2274.0,37.9
3023,W21020,38.9319,-77.0388,38.9319,-77.0388,20036,20036,328.0,5.466666666666667
3024,W23137,38.9086,-77.0323,38.9086,-77.0323,20005,20005,3750.0,62.5
3025,W20465,38.9086,-77.0323,38.9086,-77.0323,20006,20005,6179.0,102.98333333333333
3026,W00671,38.9319,-77.0388,38.9319,-77.0388,20010,20036,214.0,3.566666666666667
3027,W01193,38.9319,-77.0388,38.9319,-77.0388,20036,20036,78.0,1.3
3028,W20607,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1460.0,24.333333333333332
3029,W21145,38.8767,-77.0178,38.8767,-77.0178,20024,20024,180.0,3.0
3030,W20823,38.8637,-77.0633,38.8637,-77.0633,20037,22204,874.0,14.566666666666666
3031,W22724,38.8952,-77.0436,38.8952,-77.0436,20036,20036,8541.0,142.35
3032,W00544,38.8767,-77.0178,38.8767,-77.0178,20024,20024,243.0,4.05
3033,W00372,38.9086,-77.0323,38.9086,-77.0323,20006,20005,5592.0,93.2
3034,W20416,38.9086,-77.0323,38.9086,-77.0323,20005,20005,479.0,7.983333333333333
3035,W20281,38.9319,-77.0388,38.9319,-77.0388,20036,20036,115.0,1.9166666666666667
3036,W22065,38.8637,-77.0633,38.8637,-77.0633,20037,22204,670.0,11.166666666666666
3037,W20026,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1218.0,20.3
3038,W22727,38.8637,-77.0633,38.8637,-77.0633,20037,22204,670.0,11.166666666666666
3039,W21726,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1057.0,17.616666666666667
3040,W00753,38.8952,-77.0436,38.8952,-77.0436,20036,20036,1416.0,23.6
3041,W23285,38.9319,-77.0388,38.9319,-77.0388,20036,20036,12470.0,207.83333333333334
3042,W21762,38.9086,-77.0323,38.9086,-77.0323,20006,20005,427.0,7.116666666666666
3043,W22873,38.9375,-77.0328,38.9375,-77.0328,20010,20010,2933.0,48.88333333333333
3044,W23157,38.9319,-77.0388,38.9319,-77.0388,20036,20036,1022.0,17.033333333333335
3045,W22796,38.9086,-77.0323,38.9086,-77.0323,20005,20005,79.0,1.3166666666666667
3046,W00551,38.9057,-77.0056,38.9057,-77.0056,20002,20002,81.0,1.35
3047,W21845,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1105.0,18.416666666666668
3048,W20493,38.9003,-77.0429,38.9003,-77.0429,20006,20006,302.0,5.033333333333333
3049,W21639,38.9003,-77.0429,38.9003,-77.0429,20006,20006,192.0,3.2
3050,W21665,38.8952,-77.0436,38.8952,-77.0436,20006,20006,1434.0,23.9
3051,W21797,38.8952,-77.0436,38.8952,-77.0436,20006,20006,3604.0,60.06666666666667
3052,W00657,38.9086,-77.0323,38.9086,-77.0323,20005,20005,2069.0,34.483333333333334
3053,W21036,38.8952,-77.0436,38.8952,-77.0436,20006,20006,2383.0,39.71666666666667
3054,W20890,38.9375,-77.0328,38.9375,-77.0328,20010,20010,1711.0,28.516666666666666
3055,W22026,38.9319,-77.0388,38.9319,-77.0388,20036,20036,766.0,12.766666666666667
3056,W20193,38.8952,-77.0436,38.8952,-77.0436,20036,20036,3772.0,62.86666666666667
3057,W23364,38.9319,-77.0388,38.9319,-77.0388,20010,20036,777.0,12.95
3058,W00244,38.9086,-77.0323,38.9086,-77.0323,20005,20005,11142.0,185.7
3059,W22472,38.8952,-77.0436,38.8952,-77.0436,20036,20036,13910.0,231.83333333333334
3060,W21828,38.9086,-77.0323,38.9086,-77.0323,20006,20005,3045.0,50.75
3061,W22280,38.9176,-77.0321,38.9176,-77.0321,20010,20010,5997.0,99.95
3062,W00703,38.9176,-77.0321,38.9176,-77.0321,20010,20010,3147.0,52.45
3063,W00852,38.8767,-77.0178,38.8767,-77.0178,20024,20024,,
3064,W20019,38.8952,-77.0436,38.8952,-77.0436,20006,20006,85.0,1.4166666666666667
3065,W20840,38.9057,-77.0056,38.9057,-77.0056,20002,20002,1738.0,28.966666666666665
3066,W23339,38.9057,-77.0056,38.9057,-77.0056,20002,20002,114.0,1.9
3067,W20719,38.8767,-77.0178,38.8767,-77.0178,20024,20024,3778.0,62.96666666666667
3068,W22244,38.8952,-77.0436,38.8952,-77.0436,20036,20036,5297.0,88.28333333333333
3069,W00522,38.8767,-77.0178,38.8767,-77.0178,20024,20024,6282.0,104.7
3070,W21089,38.9086,-77.0323,38.9086,-77.0323,20006,20005,1667.0,27.783333333333335
3071,W00517,38.9057,-77.0056,38.9057,-77.0056,20002,20002,1863.0,31.05
3072,W23108,38.9003,-77.0429,38.9003,-77.0429,20006,20006,2194.0,36.56666666666667
3073,W21975,38.8952,-77.0436,38.8952,-77.0436,20036,20036,149.0,2.4833333333333334
3074,W20048,38.9086,-77.0323,38.9086,-77.0323,20006,20005,574.0,9.566666666666666
3075,W20890,38.8767,-77.0178,38.8767,-77.0178,20024,20024,4470.0,74.5
3076,W23123,38.8952,-77.0436,38.8952,-77.0436,20036,20036,213.0,3.55
3077,W00849,38.9086,-77.0323,38.9086,-77.0323,20005,20005,1956.0,32.6
3078,W21162,38.9057,-77.0056,38.9057,-77.0056,20002,20002,8268.0,137.8
3079,W22865,38.9176,-77.0321,38.9176,-77.0321,20010,20010,448.0,7.466666666666667
3080,W23350,38.9176,-77.0321,38.9176,-77.0321,20010,20010,3832.0,63.86666666666667
3081,W01066,38.9086,-77.0323,38.9086,-77.0323,20005,20005,90.0,1.5
3082,W00540,38.9176,-77.0321,38.9176,-77.0321,20010,20010,446.0,7.433333333333334
3083,W23183,38.9176,-77.0321,38.9176,-77.0321,20010,20010,610.0,10.166666666666666
3084,W22980,38.9319,-77.0388,38.9319,-77.0388,20010,20036,6083.0,101.38333333333334
3085,W01170,38.9057,-77.0056,38.9057,-77.0056,20002,20002,4329.0,72.15
3086,W22505,38.9176,-77.0321,38.9176,-77.0321,20010,20010,653.0,10.883333333333333
3087,W00199,38.8952,-77.0436,38.8952,-77.0436,20036,20036,229.0,3.816666666666667
3088,W20527,38.9086,-77.0323,38.9086,-77.0323,20005,20005,95.0,1.5833333333333333
3089,W01377,38.8952,-77.0436,38.8952,-77.0436,20036,20036,2789.0,46.483333333333334
3090,W01189,38.9375,-77.0328,38.9375,-77.0328,20010,20010,1643.0,27.383333333333333
3091,W21242,38.9086,-77.0323,38.9086,-77.0323,20006,20005,7733.0,128.88333333333333
3092,W22432,38.9319,-77.0388,38.9319,-77.0388,20010,20036,977.0,16.283333333333335
3093,W20288,38.8952,-77.0436,38.8952,-77.0436,20006,20006,1682.0,28.033333333333335
3094,W00289,38.9086,-77.0323,38.9086,-77.0323,20005,20005,2039.0,33.983333333333334
3095,W22268,38.8767,-77.0178,38.8767,-77.0178,20024,20024,5395.0,89.91666666666667
3096,W20779,38.8952,-77.0436,38.8952,-77.0436,20006,20006,62.0,1.0333333333333334
3097,W20173,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1172.0,19.533333333333335
3098,W20408,38.8767,-77.0178,38.8767,-77.0178,20024,20024,5755.0,95.91666666666667
3099,W20759,38.9086,-77.0323,38.9086,-77.0323,20005,20005,2316.0,38.6
3100,W21591,38.8952,-77.0436,38.8952,-77.0436,20006,20006,789.0,13.15
3101,W00434,38.9086,-77.0323,38.9086,-77.0323,20005,20005,2695.0,44.916666666666664
3102,W00380,38.8952,-77.0436,38.8952,-77.0436,20036,20036,3507.0,58.45
3103,W21525,38.9086,-77.0323,38.9086,-77.0323,20005,20005,6935.0,115.58333333333333
3104,W00998,38.8637,-77.0633,38.8637,-77.0633,20037,22204,106.0,1.7666666666666666
3105,W22450,38.9319,-77.0388,38.9319,-77.0388,20036,20036,1720.0,28.666666666666668
3106,W01293,38.9057,-77.0056,38.9057,-77.0056,20002,20002,473.0,7.883333333333334
3107,W21024,38.8767,-77.0178,38.8767,-77.0178,20024,20024,5151.0,85.85
3108,W00481,38.8767,-77.0178,38.8767,-77.0178,20024,20024,2119.0,35.31666666666667
3109,W23220,38.9086,-77.0323,38.9086,-77.0323,20006,20005,3372.0,56.2
3110,W21515,38.8637,-77.0633,38.8637,-77.0633,20037,22204,3471.0,57.85
3111,W22947,38.9086,-77.0323,38.9086,-77.0323,20006,20005,6932.0,115.53333333333333
3112,W23036,38.8767,-77.0178,38.8767,-77.0178,20024,20024,749.0,12.483333333333333
3113,W22202,38.8952,-77.0436,38.8952,-77.0436,20036,20036,5275.0,87.91666666666667
3114,W22853,38.8767,-77.0178,38.8767,-77.0178,20024,20024,513.0,8.55
3115,W22695,38.9375,-77.0328,38.9375,-77.0328,20010,20010,1139.0,18.983333333333334
3116,W00591,38.9057,-77.0056,38.9057,-77.0056,20002,20002,6265.0,104.41666666666667
3117,W21764,38.9057,-77.0056,38.9057,-77.0056,20002,20002,441.0,7.35
3118,W23378,38.9086,-77.0323,38.9086,-77.0323,20006,20005,11012.0,183.53333333333333
3119,W20304,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1060.0,17.666666666666668
3120,W20564,38.8637,-77.0633,38.8637,-77.0633,20037,22204,577.0,9.616666666666667
3121,W20870,38.8767,-77.0178,38.8767,-77.0178,20024,20024,758.0,12.633333333333333
3122,W20849,38.8767,-77.0178,38.8767,-77.0178,20024,20024,2993.0,49.88333333333333
3123,W01406,38.9176,-77.0321,38.9176,-77.0321,20010,20010,287.0,4.783333333333333
3124,W00990,38.9375,-77.0328,38.9375,-77.0328,20010,20010,3016.0,50.266666666666666
3125,W20816,38.8952,-77.0436,38.8952,-77.0436,20036,20036,5005.0,83.41666666666667
3126,W21822,38.9086,-77.0323,38.9086,-77.0323,20005,20005,5305.0,88.41666666666667
3127,W01106,38.8952,-77.0436,38.8952,-77.0436,20036,20036,112.0,1.8666666666666667
3128,W00038,38.9176,-77.0321,38.9176,-77.0321,20010,20010,2058.0,34.3
3129,W01426,38.8952,-77.0436,38.8952,-77.0436,20036,20036,89.0,1.4833333333333334
3130,W21630,38.8767,-77.0178,38.8767,-77.0178,20024,20024,887.0,14.783333333333333
3131,W22280,38.9086,-77.0323,38.9086,-77.0323,20005,20005,127.0,2.1166666666666667
3132,W23208,38.9086,-77.0323,38.9086,-77.0323,20006,20005,85.0,1.4166666666666667
3133,W22944,38.8767,-77.0178,38.8767,-77.0178,20024,20024,3881.0,64.68333333333334
3134,W21237,38.9057,-77.0056,38.9057,-77.0056,20002,20002,282.0,4.7
3135,W21581,38.9086,-77.0323,38.9086,-77.0323,20005,20005,528.0,8.8
3136,W20210,38.9176,-77.0321,38.9176,-77.0321,20010,20010,1835.0,30.583333333333332
3137,W22216,38.8952,-77.0436,38.8952,-77.0436,20036,20036,10363.0,172.71666666666667
3138,W00833,38.9057,-77.0056,38.9057,-77.0056,20002,20002,65.0,1.0833333333333333
3139,W23084,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1835.0,30.583333333333332
3140,W21142,38.8952,-77.0436,38.8952,-77.0436,20006,20006,95.0,1.5833333333333333
3141,W22375,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1836.0,30.6
3142,W21664,38.8767,-77.0178,38.8767,-77.0178,20024,20024,4927.0,82.11666666666666
3143,W20425,38.9375,-77.0328,38.9375,-77.0328,20010,20010,1344.0,22.4
3144,W20145,38.9003,-77.0429,38.9003,-77.0429,20006,20006,1586.0,26.433333333333334
3145,W21947,38.8767,-77.0178,38.8767,-77.0178,20024,20024,250.0,4.166666666666667
3146,W20045,38.9086,-77.0323,38.9086,-77.0323,20005,20005,198.0,3.3
3147,W00449,38.8767,-77.0178,38.8767,-77.0178,20024,20024,107.0,1.7833333333333334
3148,W00697,38.9086,-77.0323,38.9086,-77.0323,20005,20005,851.0,14.183333333333334
3149,W23295,38.9319,-77.0388,38.9319,-77.0388,20010,20036,581.0,9.683333333333334
3150,W01193,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1024.0,17.066666666666666
3151,W22146,38.9086,-77.0323,38.9086,-77.0323,20005,20005,2066.0,34.43333333333333
3152,W20655,38.8952,-77.0436,38.8952,-77.0436,20006,20006,2794.0,46.56666666666667
3153,W22840,38.9319,-77.0388,38.9319,-77.0388,20036,20036,1603.0,26.716666666666665
3154,W22251,38.8952,-77.0436,38.8952,-77.0436,20006,20006,5585.0,93.08333333333333
3155,W00173,38.9086,-77.0323,38.9086,-77.0323,20006,20005,1248.0,20.8
3156,W22701,38.9057,-77.0056,38.9057,-77.0056,20002,20002,304.0,5.066666666666666
3157,W22179,38.9086,-77.0323,38.9086,-77.0323,20005,20005,185.0,3.0833333333333335
3158,W20866,38.8952,-77.0436,38.8952,-77.0436,20006,20006,666.0,11.1
3159,W22608,38.9086,-77.0323,38.9086,-77.0323,20005,20005,1917.0,31.95
3160,W22473,38.8767,-77.0178,38.8767,-77.0178,20024,20024,5336.0,88.93333333333334
3161,W20862,38.9057,-77.0056,38.9057,-77.0056,20002,20002,3384.0,56.4
3162,W23008,38.9176,-77.0321,38.9176,-77.0321,20010,20010,210.0,3.5
3163,W21000,38.9086,-77.0323,38.9086,-77.0323,20005,20005,189.0,3.15
3164,W23325,38.9003,-77.0429,38.9003,-77.0429,20006,20006,4818.0,80.3
3165,W00740,38.9057,-77.0056,38.9057,-77.0056,20002,20002,1237.0,20.616666666666667
3166,W22913,38.9057,-77.0056,38.9057,-77.0056,20002,20002,837.0,13.95
3167,W20458,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1564.0,26.066666666666666
3168,W20571,38.9086,-77.0323,38.9086,-77.0323,20006,20005,6909.0,115.15
3169,W21357,38.9319,-77.0388,38.9319,-77.0388,20010,20036,1428.0,23.8
3170,W22528,38.8952,-77.0436,38.8952,-77.0436,20006,20006,2199.0,36.65
3171,W00671,38.9319,-77.0388,38.9319,-77.0388,20036,20036,214.0,3.566666666666667
3172,W20442,38.9086,-77.0323,38.9086,-77.0323,20005,20005,7455.0,124.25
3173,W21515,38.9086,-77.0323,38.9086,-77.0323,20006,20005,1457.0,24.283333333333335
3174,W20566,38.9057,-77.0056,38.9057,-77.0056,20002,20002,7306.0,121.76666666666667
3175,W20404,38.8637,-77.0633,38.8637,-77.0633,20037,22204,1944.0,32.4
3176,W21232,38.9086,-77.0323,38.9086,-77.0323,20005,20005,119.0,1.9833333333333334
3177,W00913,38.8952,-77.0436,38.8952,-77.0436,20036,20036,83.0,1.3833333333333333
3178,W21275,38.9003,-77.0429,38.9003,-77.0429,20006,20006,87.0,1.45
3179,W22599,38.9086,-77.0323,38.9086,-77.0323,20006,20005,986.0,16.433333333333334
3180,W20559,38.9003,-77.0429,38.9003,-77.0429,20006,20006,114.0,1.9
3181,W01067,38.8767,-77.0178,38.8767,-77.0178,20024,20024,3437.0,57.28333333333333
3182,W21353,38.9086,-77.0323,38.9086,-77.0323,20005,20005,1755.0,29.25
3183,W20113,38.9086,-77.0323,38.9086,-77.0323,20005,20005,676.0,11.266666666666667
3184,W21705,38.9086,-77.0323,38.9086,-77.0323,20006,20005,1506.0,25.1
3185,W20575,38.9086,-77.0323,38.9086,-77.0323,20006,20005,8948.0,149.13333333333333
3186,W01500,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1140.0,19.0
3187,W22079,38.9057,-77.0056,38.9057,-77.0056,20002,20002,318.0,5.3
3188,W01113,38.9086,-77.0323,38.9086,-77.0323,20005,20005,9797.0,163.28333333333333
3189,W00964,38.9319,-77.0388,38.9319,-77.0388,20010,20036,60.0,1.0
3190,W22465,38.9249,-77.0222,38.9249,-77.0222,20059,20059,6159.0,102.65
3191,W01346,38.9057,-77.0056,38.9057,-77.0056,20002,20002,1845.0,30.75
3192,W23196,38.8952,-77.0436,38.8952,-77.0436,20006,20006,181.0,3.0166666666666666
3193,W22604,38.9086,-77.0323,38.9086,-77.0323,20006,20005,608.0,10.133333333333333
3194,W22679,38.8952,-77.0436,38.8952,-77.0436,20036,20036,554.0,9.233333333333333
3195,W23238,38.9057,-77.0056,38.9057,-77.0056,20002,20002,3683.0,61.38333333333333
3196,W20399,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1251.0,20.85
3197,W22771,38.9086,-77.0323,38.9086,-77.0323,20005,20005,8708.0,145.13333333333333
3198,W00472,38.8767,-77.0178,38.8767,-77.0178,20024,20024,2144.0,35.733333333333334
3199,W22125,38.9319,-77.0388,38.9319,-77.0388,20036,20036,1347.0,22.45
3200,W21891,38.9086,-77.0323,38.9086,-77.0323,20006,20005,1922.0,32.03333333333333
3201,W21027,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1514.0,25.233333333333334
3202,W21682,38.9086,-77.0323,38.9086,-77.0323,20005,20005,1821.0,30.35
3203,W01306,38.8952,-77.0436,38.8952,-77.0436,20036,20036,1476.0,24.6
3204,W21311,38.9249,-77.0222,38.9249,-77.0222,20059,20059,3024.0,50.4
3205,W00570,38.8637,-77.0633,38.8637,-77.0633,20037,22204,2361.0,39.35
3206,W21978,38.9086,-77.0323,38.9086,-77.0323,20006,20005,5613.0,93.55
3207,W22366,38.8952,-77.0436,38.8952,-77.0436,20036,20036,2888.0,48.13333333333333
3208,W01266,38.9086,-77.0323,38.9086,-77.0323,20006,20005,946.0,15.766666666666667
3209,W22600,38.9375,-77.0328,38.9375,-77.0328,20010,20010,84.0,1.4
3210,W00211,38.9249,-77.0222,38.9249,-77.0222,20059,20059,,
3211,W22897,38.9086,-77.0323,38.9086,-77.0323,20005,20005,6946.0,115.76666666666667
3212,W21902,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1061.0,17.683333333333334
3213,W20598,38.8767,-77.0178,38.8767,-77.0178,20024,20024,641.0,10.683333333333334
3214,W00994,38.9086,-77.0323,38.9086,-77.0323,20005,20005,2623.0,43.71666666666667
3215,W23404,38.9057,-77.0056,38.9057,-77.0056,20002,20002,235.0,3.9166666666666665
3216,W21512,38.9249,-77.0222,38.9249,-77.0222,20059,20059,3325.0,55.416666666666664
3217,W22959,38.9086,-77.0323,38.9086,-77.0323,20006,20005,239.0,3.9833333333333334
3218,W00612,38.9086,-77.0323,38.9086,-77.0323,20006,20005,642.0,10.7
3219,W00598,38.8952,-77.0436,38.8952,-77.0436,20006,20006,100.0,1.6666666666666667
3220,W22958,38.9086,-77.0323,38.9086,-77.0323,20005,20005,1520.0,25.333333333333332
3221,W23103,38.9057,-77.0056,38.9057,-77.0056,20002,20002,,
3222,W01143,38.9057,-77.0056,38.9057,-77.0056,20002,20002,808.0,13.466666666666667
3223,W23169,38.9003,-77.0429,38.9003,-77.0429,20006,20006,1491.0,24.85
3224,W21343,38.9375,-77.0328,38.9375,-77.0328,20010,20010,83.0,1.3833333333333333
3225,W22444,38.9057,-77.0056,38.9057,-77.0056,20002,20002,213.0,3.55
3226,W21420,38.9086,-77.0323,38.9086,-77.0323,20005,20005,72.0,1.2
3227,W21515,38.9057,-77.0056,38.9057,-77.0056,20002,20002,178.0,2.966666666666667
3228,W21036,38.8952,-77.0436,38.8952,-77.0436,20036,20036,2383.0,39.71666666666667
3229,W00920,38.9375,-77.0328,38.9375,-77.0328,20010,20010,2396.0,39.93333333333333
3230,W22516,38.9086,-77.0323,38.9086,-77.0323,20006,20005,1931.0,32.18333333333333
3231,W20402,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1129.0,18.816666666666666
3232,W00234,38.8952,-77.0436,38.8952,-77.0436,20006,20006,5812.0,96.86666666666666
3233,W20508,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1697.0,28.283333333333335
3234,W20863,38.9086,-77.0323,38.9086,-77.0323,20005,20005,7311.0,121.85
3235,W01185,38.9086,-77.0323,38.9086,-77.0323,20005,20005,1469.0,24.483333333333334
3236,W22484,38.9086,-77.0323,38.9086,-77.0323,20005,20005,1747.0,29.116666666666667
3237,W20450,38.9086,-77.0323,38.9086,-77.0323,20006,20005,2163.0,36.05
3238,W21916,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1524.0,25.4
3239,W23015,38.9086,-77.0323,38.9086,-77.0323,20006,20005,5371.0,89.51666666666667
3240,W23318,38.9086,-77.0323,38.9086,-77.0323,20006,20005,6036.0,100.6
3241,W21216,38.9375,-77.0328,38.9375,-77.0328,20010,20010,67.0,1.1166666666666667
3242,W21342,38.8637,-77.0633,38.8637,-77.0633,20037,22204,1053.0,17.55
3243,W20803,38.9003,-77.0429,38.9003,-77.0429,20006,20006,60.0,1.0
3244,W01266,38.9057,-77.0056,38.9057,-77.0056,20002,20002,1230.0,20.5
3245,W23260,38.8952,-77.0436,38.8952,-77.0436,20036,20036,8285.0,138.08333333333334
3246,W00364,38.9086,-77.0323,38.9086,-77.0323,20006,20005,1029.0,17.15
3247,W20008,38.9319,-77.0388,38.9319,-77.0388,20036,20036,258.0,4.3
3248,W23181,38.9086,-77.0323,38.9086,-77.0323,20005,20005,1255.0,20.916666666666668
3249,W21047,38.9375,-77.0328,38.9375,-77.0328,20010,20010,839.0,13.983333333333333
3250,W20757,38.9086,-77.0323,38.9086,-77.0323,20005,20005,584.0,9.733333333333333
3251,W20646,38.9176,-77.0321,38.9176,-77.0321,20010,20010,383.0,6.383333333333334
3252,W21967,38.9057,-77.0056,38.9057,-77.0056,20002,20002,560.0,9.333333333333334
3253,W22206,38.9003,-77.0429,38.9003,-77.0429,20006,20006,3668.0,61.13333333333333
3254,W23248,38.9057,-77.0056,38.9057,-77.0056,20002,20002,94.0,1.5666666666666667
3255,W21814,38.8637,-77.0633,38.8637,-77.0633,20037,22204,1991.0,33.18333333333333
3256,W22046,38.9176,-77.0321,38.9176,-77.0321,20010,20010,1839.0,30.65
3257,W22193,38.9057,-77.0056,38.9057,-77.0056,20002,20002,1150.0,19.166666666666668
3258,W00751,38.9057,-77.0056,38.9057,-77.0056,20002,20002,3528.0,58.8
3259,W00525,38.8952,-77.0436,38.8952,-77.0436,20036,20036,5157.0,85.95
3260,W23126,38.9176,-77.0321,38.9176,-77.0321,20010,20010,8635.0,143.91666666666666
3261,W20826,38.9086,-77.0323,38.9086,-77.0323,20005,20005,5389.0,89.81666666666666
3262,W00124,38.8637,-77.0633,38.8637,-77.0633,20037,22204,1756.0,29.266666666666666
3263,W22814,38.9086,-77.0323,38.9086,-77.0323,20005,20005,8131.0,135.51666666666668
3264,W20442,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1584.0,26.4
3265,W00635,38.9086,-77.0323,38.9086,-77.0323,20005,20005,868.0,14.466666666666667
3266,W22939,38.9057,-77.0056,38.9057,-77.0056,20002,20002,1549.0,25.816666666666666
3267,W20675,38.8767,-77.0178,38.8767,-77.0178,20024,20024,8088.0,134.8
3268,W20638,38.8767,-77.0178,38.8767,-77.0178,20024,20024,168.0,2.8
3269,W23233,38.8637,-77.0633,38.8637,-77.0633,20037,22204,251.0,4.183333333333334
3270,W00951,38.9319,-77.0388,38.9319,-77.0388,20010,20036,64.0,1.0666666666666667
3271,W22012,38.8767,-77.0178,38.8767,-77.0178,20024,20024,519.0,8.65
3272,W00545,38.8637,-77.0633,38.8637,-77.0633,20037,22204,6169.0,102.81666666666666
3273,W20785,38.8767,-77.0178,38.8767,-77.0178,20024,20024,6024.0,100.4
3274,W21652,38.9319,-77.0388,38.9319,-77.0388,20010,20036,4857.0,80.95
3275,W22312,38.8952,-77.0436,38.8952,-77.0436,20036,20036,2063.0,34.38333333333333
3276,W00050,38.8952,-77.0436,38.8952,-77.0436,20006,20006,865.0,14.416666666666666
3277,W21705,38.9057,-77.0056,38.9057,-77.0056,20002,20002,4371.0,72.85
3278,W23076,38.9319,-77.0388,38.9319,-77.0388,20010,20036,1037.0,17.283333333333335
3279,W22224,38.9319,-77.0388,38.9319,-77.0388,20036,20036,399.0,6.65
3280,W00226,38.9319,-77.0388,38.9319,-77.0388,20010,20036,1077.0,17.95
3281,W00199,38.8637,-77.0633,38.8637,-77.0633,20037,22204,2327.0,38.78333333333333
3282,W21681,38.8767,-77.0178,38.8767,-77.0178,20024,20024,592.0,9.866666666666667
3283,W21591,38.8952,-77.0436,38.8952,-77.0436,20036,20036,789.0,13.15
3284,W00201,38.9249,-77.0222,38.9249,-77.0222,20059,20059,5302.0,88.36666666666666
3285,W23182,38.9319,-77.0388,38.9319,-77.0388,20010,20036,,
3286,W22382,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1710.0,28.5
3287,W00722,38.8952,-77.0436,38.8952,-77.0436,20036,20036,158.0,2.6333333333333333
3288,W22014,38.9086,-77.0323,38.9086,-77.0323,20005,20005,3708.0,61.8
3289,W23272,38.9086,-77.0323,38.9086,-77.0323,20005,20005,1100.0,18.333333333333332
3290,W22887,38.8767,-77.0178,38.8767,-77.0178,20024,20024,5691.0,94.85
