,externalID,OriginZip,DestinationZip,TotalAMount,milage,Duration
4566,28036223,20001,20008,23.97,3.7,32
4567,73220_26NFOBIB,20009,20005,6.47,1.02,268
4568,27225666,22202,20910,41.66,11.7,35
4569,54626_26NGATTF,20007,20005,9.17,1.68,475
4570,33730646,20024,22202,40.04,6.0,40
4571,29010779,20036,20019,24.56,7.0,37
4572,76705_26NTX8MQ,20005,20001,11.09,0.95,463
4573,77786_26NO2KAB,20036,20011,12.41,3.14,789
4574,33212022,20002,20009,21.97,4.12,41
4575,27192905,20520,20520,23.94,5.0,39
4576,74219_26NM6N7I,20001,20004,6.2,0.58,286
4577,82289_26NPAGL7,20009,20008,7.16,0.93,232
4578,28395752,20007,20007,12.98,1.9,46
4579,77693_26NNI4NE,20009,22202,33.34,7.26,1966
4580,72701_26NL4LD7,20024,20001,9.17,1.5,595
4581,65021_26NF4Z67,20005,20002,14.24,1.94,785
4582,80281_26NMWQCC,20007,22204,22.78,3.9,1570
4583,58157_26NF3Y6B,20008,20745,36.93,12.44,1469
4584,59718_26M6IV1Z,20037,20001,17.6,1.35,1127
4585,34766069,20019,20037,21.86,6.33,29
4586,77377_26NP978U,20002,20001,9.9,1.13,543
4587,64341_26NNHH0V,20004,20003,11.52,1.97,604
4588,53405_26NU1PHM,20001,20004,8.55,0.89,408
4589,29616193,20036,20174,62.28,26.0,37
4590,81790_26NQYGZZ,20036,20008,9.44,2.03,533
4591,31296978,20012,20007,22.0,5.8,30
4592,1348217A,20009,22202,32.52,6.6443221585902,1590
4593,30296491,20006,20002,19.43,3.8,32
4594,30153877,20037,20004,23.84,3.0,33
4595,26448725,20001,22202,38.25,13.3,42
4596,33745915,20005,20166,82.51,28.3,50
4597,76881_26NI5JFQ,20005,20001,9.17,1.38,539
4598,35867166,20024,20024,27.26,3.96,37
4599,26509236,20036,22209,28.53,9.0,29
4600,75781_26NCR3IU,20006,20002,15.91,2.43,787
4601,34569613,20009,22204,33.58,10.6,29
4602,36056613,20815,20024,28.61,8.33,32
4603,77713_26NTCGRS,20005,20009,8.82,1.43,375
4604,75974_26NL4LG7,20002,20003,40.97,4.1,1465
4605,73515_26NFQ70A,20037,20007,4.85,0.45,162
4606,77069_26NOP35T,20560,20004,9.82,1.19,395
4607,63669_26NL3RVW,20006,20007,11.63,1.24,521
4608,91222_26NOO79X,20002,20004,9.44,1.52,561
4609,33050839,22202,20002,22.62,5.4,30
4610,71701_26NCO3QS,20007,22209,10.82,1.41,376
4611,33170912,20015,20015,19.16,2.5,34
4612,60731_26NLNS53,20001,20011,12.14,2.84,702
4613,62331_26NEKN5N,20002,20005,14.27,1.55,909
4614,34367706,20009,20171,74.43,29.8,46
4615,28178671,20002,22202,24.61,6.0,29
4616,79560_26NLLBY0,20052,20007,15.14,2.72,743
4617,26449067,20001,20036,17.58,3.0,29
4618,33688062,20008,20007,87.65,28.6,49
4619,77326_26NF4DZN,20543,20007,24.24,3.72,1535
4620,72904_26NU270L,20006,22209,14.33,2.63,623
4621,30999262,20019,20020,18.46,4.24,29
4622,72529_26NL3DYK,20006,20007,12.44,1.43,575
4623,35913811,20002,20017,23.75,3.67,33
4624,54923_26NTGQE2,20005,20268,9.55,0.96,427
4625,27300759,20036,20004,9.59,1.2,488
4626,77743_26NF4LK3,20002,20002,7.28,1.32,340
4627,34497779,20560,20110,75.05,34.7,46
4628,32614022,20037,20032,33.04,7.27,52
4629,34099897,20565,20020,27.64,6.1,42
4630,73096_26NTCV4D,20004,20009,17.11,3.55,1025
4631,27068751,20002,20016,22.11,5.0,34
4632,35000058,22202,20772,83.06,27.9,46
4633,60981_26NQG8MN,20011,20011,6.2,0.76,252
4634,71808_26NUNJ4Z,20001,20009,6.2,1.14,268
4635,29270076,22202,20008,26.62,3.8,33
4636,70447_26NM77KG,20009,20001,9.9,1.47,544
4637,31989933,20036,22202,18.62,5.5,30
4638,54375_26NNHWTV,20002,20004,9.82,1.25,398
4639,65834_26NDDDXD,20227,20011,30.15,9.84,1760
4640,20170433953071,20036,20036,25.86,3.41,29
4641,30685320,20002,20007,21.68,3.5,30
4642,72425_26NMWD2C,20002,20024,11.9,1.34,509
4643,30006922,20002,20008,22.62,4.0,30
4644,73112_26NTX75D,20007,20010,16.65,3.18,1180
4645,33569584,20002,22202,30.34,5.5,36
4646,76225_26NF50YK,20001,20005,8.74,0.7,340
4647,30122256,20019,20010,40.33,11.32,57
4648,34916753,20002,20037,14.52,2.9,44
4649,34636768,20002,20002,22.86,4.0,39
4650,64343_26NPVWI0,20005,20001,9.71,1.64,436
4651,29942195,20001,20166,86.17,29.7,50
4652,74208_26NTXX5N,20001,20009,9.24,0.94,311
4653,75074_26NDDE22,20001,20004,6.2,0.69,285
4654,77845_26NNHWU3,20010,20012,11.06,2.85,661
4655,71238_26NHG0OJ,20004,22302,25.58,7.39,1045
4656,33792945,20002,20016,32.12,7.0,42
4657,33421507,20037,20003,24.52,4.32,29
4658,74565_26NEJYSB,20005,20515,11.71,1.67,554
4659,26671718,20010,20006,17.27,3.0,29
4660,79731_26NL4L7U,20001,20003,17.03,3.0,962
4661,78205_26NO2OZ5,20004,20005,8.74,0.75,325
4662,78437_26NL4LE7,20224,20004,6.39,0.38,203
4663,76782_26NF64SZ,20024,20003,12.6,2.04,889
4664,74054_26NU1143,20565,20036,13.41,2.29,827
4665,30611956,20011,20019,25.1,8.5,32
4666,66075_26NCRWJ0,20037,20219,15.57,2.48,1146
4667,30918910,20045,20015,19.7,5.0,31
4668,34105067,20001,20001,32.34,7.0,37
4669,80020_26NUMCDL,20011,20011,10.25,2.02,624
4670,34765555,20001,20817,34.66,9.6,34
4671,56485_26NLNYG2,20036,20006,8.28,0.87,371
4672,34476271,20005,22314,36.09,10.0,38
4673,79465_26NL33RY,20011,20018,15.11,4.04,930
4674,29127582,20011,20011,50.3,0.0,63
4675,80424_26NCNWE9,20002,22301,24.94,8.3,982
4676,62482_26NUKAZP,20001,20001,7.82,1.17,435
4677,71409_26NFQW0M,20004,22202,17.19,4.92,850
4678,34438899,20002,20166,94.48,32.5,42
4679,27539406,20250,20001,12.29,1.3,38
4680,29526972,20002,20024,73.27,30.6,38
4681,77165_26NF4TF8,20037,20037,8.9,0.0,571
4682,74382_26NLOM5V,20037,20166,65.79,26.54,2340
4683,32937562,20229,22202,21.86,5.9,33
4684,78334_26NUJQYX,20001,20002,8.09,1.64,409
4685,73361_26NPAFKT,20018,20018,4.04,0.0,57
4686,72754_26NF4SOZ,20001,20006,8.2,0.79,280
4687,35523689,20018,20019,23.48,5.7,34
4688,35820304,20037,20019,35.36,5.0,65
4689,74049_26NM7HJ9,20009,20010,8.9,1.44,509
4690,28167787,20010,20010,35.25,5.2,64
4691,71861_26NU08US,20268,20565,9.09,1.09,436
4692,58224_26NLPO75,20006,20007,11.25,1.67,627
4693,28516245,20024,20011,21.05,5.66,31
4694,30539117,22202,20737,42.36,12.9,92
4695,35646321,20004,22202,29.33,6.0,31
4696,70408_26NHJKU9,20009,20009,7.01,0.85,374
4697,31048851,20020,20016,29.96,10.83,30
4698,57388_26NO2C9O,20036,20052,9.82,0.96,432
4699,32907209,20004,22202,39.85,12.7,29
4700,63484_26NPSFLP,20009,22201,27.27,5.01,1109
4701,71275_26NFPJDE,20037,22202,21.05,6.39,746
4702,77656_26NP988M,20001,20017,22.94,5.59,1613
4703,27264190,20002,20814,38.12,10.1,38
4704,27144332,22202,20001,31.21,4.4,32
4705,81495_26NOPAUY,20011,20783,13.95,3.15,828
4706,35197690,20002,20007,22.94,5.0,39
4707,27665686,20011,20716,45.27,18.0,31
4708,81227_26NTXHES,20001,20746,29.61,11.14,1299
4709,70942_26NEKNJX,20005,20036,13.49,1.29,1006
4710,26831663,20002,20008,26.65,3.54,39
4711,35710741,20011,20011,20.48,2.73,30
4712,71350_26NTY12C,20004,20001,5.39,0.73,204
4713,26974050,20001,20011,20.78,6.0,31
4714,79912_26ND9QFA,20024,20003,12.98,2.12,540
4715,32404823,20019,20005,29.42,6.91,51
4716,77675_26NCNVS8,20004,20024,11.0,1.41,536
4717,70141_26NFR2SX,20005,20007,14.57,3.34,1069
4718,73538_26NNEA4N,20008,20009,11.63,1.44,504
4719,31928025,20036,21240,87.86,32.0,55
4720,27375184,20002,20009,21.36,4.0,29
4721,56003_26NCQ6HA,20010,20006,11.25,2.64,506
4722,81275_26NCO2D1,20002,22304,40.39,11.97,1444
4723,34481917,20002,20008,31.61,6.0,30
4724,29677637,20001,20001,77.93,27.0,40
4725,76955_26NDUR4W,20002,20817,42.13,11.0,2459
4726,33766538,22202,20015,41.34,10.2,30
4727,72900_26NFRC9Y,20004,20001,7.39,0.72,188
4728,63479_26NFQ9PE,20005,20004,8.28,0.55,398
4729,29803038,20024,20008,23.67,4.0,38
4730,66271_26NL3IV2,20565,20004,15.71,1.38,613
4731,34083869,20036,20002,20.4,2.28,30
4732,35971695,22202,20036,30.8,5.2,39
4733,32371849,20002,20037,17.73,3.0,29
4734,31141707,20002,22205,40.39,10.6,33
4735,80283_26NRJYS8,20007,20010,17.27,5.35,918
4736,73087_26NL41PL,20515,20006,20.08,3.14,1230
4737,33355404,20037,20912,28.53,10.0,31
4738,29457156,20024,20024,41.45,13.0,32
4739,33704753,20002,22015,58.77,21.0,60
4740,81139_26NSV8GV,20002,20005,14.22,1.68,929
4741,74740_26NF4RB2,20001,20540,9.71,1.87,544
4742,34659807,20002,22102,51.81,16.3,39
4743,35577754,20008,20024,26.86,0.0,33
4744,81122_26NNHKIE,20036,20004,17.27,2.85,1285
4745,20170433230849,20002,20010,18.08,4.57,31
4746,34823251,20011,20001,3.77,4.4,35
4747,82862_26NS8C3R,20009,20009,6.93,0.44,256
4748,29743819,20008,20002,19.62,2.8,32
4749,75695_26NM89JL,20001,20011,10.24,1.94,476
4750,1363346A,20001,20020,19.0,4.9305804104006,919
4751,28849136,20004,20020,18.35,4.2,29
4752,31946265,20036,20002,22.5,2.3,30
4753,74803_26NNZJBK,20566,20002,15.84,4.07,934
4754,26947749,20006,20003,33.74,4.4,64
4755,74768_26NF4DHM,20036,20006,7.01,0.72,383
4756,72907_26NM7OBG,20009,20001,10.25,1.33,673
4757,77625_26NP9CN6,20001,20045,7.74,1.01,329
4758,34854166,20002,20004,11.44,2.0,30
4759,30854125,20001,20001,24.98,6.0,37
4760,77249_26NL3YH3,20071,20004,7.55,0.97,376
4761,71552_26NGAZE6,20036,20003,19.08,3.34,1371
4762,56815_26NMA123,20005,22202,20.5,5.4,845
4763,57596_26NM7USM,20009,20009,5.85,0.39,156
4764,28994450,20005,20770,47.78,17.6,48
4765,30728865,20002,20166,63.44,26.7,35
4766,31673622,20005,20005,79.98,29.0,40
4767,70085_26NPRLF6,20007,20007,7.47,0.43,327
4768,32988164,20005,20024,66.98,27.3,38
4769,30176109,20002,22205,30.03,7.4,29
4770,29761308,20008,20002,7.31,4.2,33
4771,79373_26NL2Q0R,20036,20004,10.82,0.98,437
4772,63300_26NDYYDL,20230,20003,14.06,2.87,543
4773,29763568,20006,20002,19.16,3.0,33
4774,29005883,20007,20007,18.0,2.0,31
4775,74046_26NF1UPC,20004,20036,14.15,1.82,674
4776,35471269,20011,20011,23.94,6.0,35
4777,26910452,20005,20036,19.35,1.4,35
4778,33079843,20002,20007,22.08,4.4,30
4779,76934_26NTBQUI,20009,20566,12.06,2.37,677
4780,54226_26NMBCO8,20011,20011,9.63,1.59,526
4781,32885816,20001,20001,76.09,27.0,37
4782,71085_26NO2230,20597,20037,13.06,2.95,558
4783,32211928,20009,20009,23.85,3.7,30
4784,26684541,20002,22181,52.43,18.0,34
4785,80866_26NCQP0B,20001,20001,4.85,0.46,163
4786,75621_26NOOBWC,20530,22202,15.92,4.7,862
4787,76047_26NMS0A9,20009,20008,8.09,1.75,402
4788,29794816,20008,22202,30.0,8.3,32
4789,33928119,20019,20010,30.34,7.58,42
4790,81265_26NCOAT8,20024,20007,14.8,3.09,479
4791,31151468,20008,22202,32.73,7.4,35
4792,34601970,20002,20904,36.15,13.0,41
4793,27730193,20036,20037,10.01,0.63,488
4794,51325_26NMW2SA,20004,20003,10.9,1.64,504
4795,31336603,20002,22209,24.16,4.0,29
4796,32125852,20009,20015,24.05,6.0,29
4797,30252396,20006,20006,13.68,2.0,47
4798,73065_26NL0U1N,20036,20001,12.63,1.69,594
4799,80745_26NDYYLF,20008,20007,15.54,2.76,753
4800,78521_26NLLQZB,20005,20004,7.47,0.73,317
4801,78735_26NCSMZG,20004,20008,13.76,3.04,934
4802,32473159,20015,20166,69.03,28.4,48
4803,26545049,22202,22202,23.03,5.1,34
4804,54373_26NONXMM,20036,20006,8.01,0.54,375
4805,75622_26NFQHBX,20006,20008,20.19,3.99,1078
4806,78437_26NL45MR,20037,20544,22.0,2.97,1330
4807,80735_26NTXT8B,20007,20816,16.46,5.03,945
4808,62781_26NF59L8,20002,20001,12.9,1.24,517
4809,27165668,20004,20004,22.57,0.0,33
4810,34707398,20036,20009,20.62,2.0,34
4811,82738_26NNZAWW,20001,20009,10.59,1.48,474
4812,36092204,20001,20005,8.01,6.0,52
4813,62814_26NNGTKS,20007,20007,4.85,0.33,154
4814,60135_26NUMROY,20007,20036,10.25,1.68,624
4815,1354109A,20005,20037,12.98,1.0867782152225,686
4816,91094_26NSSWOV,20008,20036,7.82,0.99,389
4817,66184_26NNH3TU,20005,20002,11.33,2.39,671
4818,76959_26NJX3YY,20219,20006,14.84,3.04,1055
4819,32310897,20005,20001,16.92,5.0,51
4820,29270626,20008,20565,28.67,5.3,29
4821,65566_26NM7NX4,20019,20001,22.7,5.18,1292
4822,26950762,20002,20036,19.08,2.4,32
4823,73896_26NU0MTA,20002,20019,23.67,7.22,1267
4824,33778663,20006,20003,21.7,3.8,45
4825,36147939,20005,20005,51.83,22.0,29
4826,27725909,20009,20009,22.24,3.0,29
4827,35580713,22202,20815,39.71,11.4,45
4828,28130668,20007,20817,30.42,9.1,41
4829,26922072,20001,20024,26.14,3.4,37
4830,34924553,20007,20817,34.33,9.8,31
4831,32106605,22202,20036,28.1,7.0,36
4832,75063_26NO2QTU,20036,20005,6.74,0.78,310
4833,29716652,20009,20009,69.06,26.0,46
4834,74840_26NUM1RC,20036,20565,13.14,1.92,819
4835,82121_26NGAVIZ,20045,20004,9.94,0.91,380
4836,75215_26NCQMNE,20001,20005,8.24,0.89,330
4837,76600_26NPR8LJ,20009,20009,5.66,0.67,217
4838,28785721,20008,20174,63.09,26.0,39
4839,36138252,20002,20851,50.4,18.2,58
4840,32222049,20036,22202,24.93,0.0,29
4841,1359362A,20018,20018,7.66,0.37841505607233,269
4842,82448_26NMUV6V,20011,20011,7.28,1.35,362
4843,77970_26NTDVGB,20011,20010,7.82,1.88,304
4844,74565_26NS842X,20005,20005,5.81,0.42,81
4845,33992998,20001,20024,26.37,9.6,32
4846,64596_26NGTUH5,20009,20009,7.93,0.69,276
4847,35248092,20001,20002,27.56,3.47,32
4848,82689_26NSUEEH,20002,22042,40.76,14.76,2142
4849,75258_26NPSVUR,20036,20005,8.39,0.86,187
4850,66485_26NI4CEX,20008,20036,10.52,2.0,651
4851,82663_26NFN0NE,20001,20005,9.38,1.12,434
4852,63291_26NL47T0,20006,20003,20.0,3.73,1301
4853,30229349,20002,20814,33.05,9.0,31
4854,30651361,20004,20004,22.05,4.2,35
4855,35647467,20008,22202,25.02,7.8,30
4856,32987048,22202,20895,57.56,22.0,29
4857,26871896,20036,20546,23.24,4.0,30
4858,65493_26NO35JT,20006,20009,18.13,2.25,1154
4859,26934599,20001,20008,34.74,12.0,38
4860,30134612,20036,20003,23.16,4.5,37
4861,30487557,20003,22202,17.81,4.5,29
4862,20170437921075,20011,20011,0.0,5707.39,36
4863,30919974,20016,20024,33.54,12.18,33
4864,72895_26NMVTZH,20005,20002,13.41,1.63,872
4865,74262_26NS9KU4,20024,20004,9.36,1.02,489
4866,71531_26NFQTXD,20005,20219,9.71,1.92,575
4867,76179_26NMSPKL,20002,20009,15.38,3.49,1006
4868,29986072,20020,20020,21.7,4.7,30
4869,59929_26NF46SO,20008,20008,4.31,0.21,97
4870,31027244,20783,20783,33.2,11.4,40
4871,27624030,20005,20011,24.94,4.43,38
4872,72572_26NCO8AL,20005,20005,8.28,0.79,399
4873,32180247,20001,22202,26.86,5.2,36
4874,75785_26NL3TX1,20002,20005,15.84,2.62,1093
4875,81274_26NGUE0H,20004,20006,10.44,1.69,544
4876,62781_26NF5ING,20004,20036,13.68,2.12,888
4877,31672057,20002,20002,80.62,0.0,48
4878,78512_26NLPPJY,20009,20009,8.47,0.83,333
4879,73345_26NFQH21,20001,20166,69.92,29.94,2315
4880,32888792,20036,20004,14.52,2.0,31
4881,60509_26NFQF6B,20005,20045,7.2,0.55,278
4882,29953800,20002,20007,25.91,0.0,35
4883,27151286,20003,20032,21.05,5.24,29
4884,59812_26NP9ZV4,20036,22202,20.78,5.84,1220
4885,27510296,20036,20011,22.02,4.0,29
4886,26593372,20002,20057,23.39,4.0,31
4887,81827_26NPAQ01,20009,20001,12.94,1.32,585
4888,73311_26NTGHTH,20009,20011,20.03,2.32,1024
4889,81736_26NCRPSY,20005,20036,11.44,1.55,569
4890,29974018,20005,20166,66.14,28.1,42
4891,77743_26NF5MII,20005,22202,21.27,5.29,893
4892,73522_26NULTCK,20005,20011,15.92,4.02,1066
4893,54387_26NSUD3F,20037,20045,12.98,1.66,624
4894,77739_26NTCVTO,20009,20002,14.71,2.28,578
4895,26487126,20004,22303,28.8,9.9,31
4896,30118966,20007,20007,20.51,2.0,38
4897,77027_26NLLEPK,20006,20008,12.6,1.92,778
4898,36230136,20037,20032,29.26,7.98,32
4899,63669_26NL4EIV,20036,22202,25.08,5.9,1434
4900,64570_26NS9G9W,20007,20006,10.71,1.23,632
4901,29120073,20036,20782,22.4,7.1,33
4902,32638397,20036,22102,35.3,10.0,30
4903,59032_26NNGVKU,20024,20003,11.25,1.74,653
4904,26589339,20005,20005,18.35,2.0,40
4905,63501_26NLLAXF,20005,20004,13.41,1.57,892
4906,81066_26NRNM8S,20002,20004,10.71,1.3,600
4907,81736_26NP9Z5Y,20036,20002,12.14,2.13,832
4908,73511_26NOP7CB,20052,20004,16.49,1.84,947
4909,74746_26NL3BSP,20010,20009,7.82,0.85,470
4910,30318325,20001,20166,71.46,29.6,42
4911,81305_26NPUML1,20004,20036,9.17,1.51,560
4912,32358298,20037,20037,25.32,4.8,31
4913,73160_26NCS3NN,20001,20166,81.31,29.32,2378
4914,53332_26NI1GU0,20011,20782,9.98,2.45,449
4915,81416_26NOO03O,20036,20005,10.4,0.82,558
4916,82447_26NI5GR5,20001,20005,6.47,0.86,290
4917,27544267,20015,20036,24.48,5.26,38
4918,35998107,20002,20008,28.13,6.0,38
4919,31630473,20500,22314,33.12,7.0,41
4920,72396_26NDD71N,20002,20005,15.06,1.81,744
4921,79901_26NP5POO,20052,20037,5.12,0.47,183
4922,29118518,20036,20036,44.44,10.0,41
4923,80020_26NEKWLU,20005,20006,7.28,0.86,393
4924,78789_26NM82Z3,20010,20011,7.82,1.73,398
4925,31633013,20005,20019,26.1,7.28,38
4926,73963_26NTGALJ,20245,20001,13.41,2.54,790
4927,78451_26NRJVUH,20002,20007,13.22,3.34,801
4928,30982437,20002,22202,35.27,6.7,40
4929,29795665,20002,20008,25.48,6.0,34
4930,78400_26NUMKEL,20565,20001,7.47,0.98,305
4931,28965636,20002,20024,58.04,21.0,64
4932,63310_26NF4MLE,20005,20007,11.98,1.58,625
4933,73084_26NS97FV,20007,20007,10.71,1.23,618
4934,75607_26NLLD32,20037,20024,8.01,1.17,356
4935,76473_26NL41SP,20037,20007,11.06,1.71,761
4936,20170434822838,20017,20011,29.61,5.45,41
4937,74746_26NCRPU3,20005,20004,4.58,0.42,128
4938,34003419,20037,22209,35.8,9.0,36
4939,29764307,20001,22202,22.94,6.0,35
4940,81618_26NTEZ1N,20005,20597,9.09,1.44,392
4941,70205_26NPVPFJ,20006,20008,14.79,2.47,583
4942,63517_26NF3Z35,20002,20431,17.54,2.93,1310
4943,60670_26NNGAO8,20002,20052,16.76,2.91,910
4944,1355643A,20010,20032,29.26,7.9349101248665,1882
4945,33576702,20005,22192,66.28,26.2,33
4946,27735451,20009,20002,12.98,1.7,34
4947,70332_26NTY2HP,20004,20002,12.79,2.66,595
4948,35560557,20001,20001,68.72,29.0,38
4949,78294_26NDCJTM,20008,20009,6.93,0.93,236
4950,79715_26NCRAX2,20009,20002,17.73,3.39,1191
4951,35482370,20011,20037,34.66,6.48,46
4952,64698_26NFQXP4,20245,20230,8.55,1.07,364
4953,72480_26NCRHT8,20007,20006,10.44,1.3,563
4954,32623068,20036,20002,23.05,3.3,39
4955,53869_26NMVPTL,20005,20001,11.71,1.8,602
4956,30287057,20007,20003,30.6,6.3,37
4957,82080_26NMWO8M,20004,20005,12.33,2.35,643
4958,30642523,20036,22003,48.86,20.0,36
4959,34577252,20010,20019,30.5,10.3,36
4960,29871826,20036,20003,27.23,3.9,35
4961,32333369,20024,20016,24.13,6.3,33
4962,70551_26NQGYUD,20008,20037,11.52,2.01,662
4963,30009520,20015,22202,25.1,6.0,29
4964,78748_26NCSM5A,20007,20008,11.33,2.79,675
4965,80454_26NONR3R,20002,20001,9.71,1.03,623
4966,30917136,20036,20740,61.55,20.9,35
4967,26805619,20005,20002,19.7,3.7,32
4968,79781_26NS8B8O,20005,20544,11.33,1.93,749
4969,82797_26NF5VW4,20006,20004,6.93,0.71,260
4970,31137686,20009,20003,23.96,3.8,33
4971,58743_26NOOSKM,20037,20037,15.92,0.0,1300
4972,76915_26NPAP3R,20005,20005,7.2,0.47,364
4973,76897_26NQD0MO,20001,20009,15.06,2.62,658
4974,34439066,20002,22102,50.86,15.5,39
4975,30617007,20037,20037,78.7,28.0,38
4976,80656_26NTBRHI,20036,20004,11.71,1.41,730
4977,31735955,20001,20019,25.75,6.99,29
4978,34979047,20002,20011,32.67,7.46,50
4979,27117995,20002,20782,24.29,6.0,40
4980,28742490,20543,22202,29.07,7.7,38
4981,28257991,22202,22202,45.28,12.3,35
4982,53692_26NL3BED,20036,22202,22.0,5.71,857
4983,27682173,20037,20010,19.97,4.2,33
4984,61682_26NO237Q,20024,20002,10.28,1.16,363
4985,33134495,20002,22207,33.85,11.0,37
4986,31010013,20001,20032,22.05,6.11,30
4987,52301_26NF4DKF,20052,20001,10.25,1.37,682
4988,33185912,20008,22202,21.86,6.3,29
4989,65467_26NJBJ9E,20037,20229,9.44,1.15,586
4990,65301_26NDDJRU,20024,20037,9.63,1.77,427
4991,34549255,20037,20011,25.97,4.7,34
4992,27810975,20011,20036,18.62,4.0,29
4993,30102041,20016,22314,33.12,12.8,31
4994,62535_26NO18IT,20015,20166,63.74,25.16,2158
4995,73387_26NNDVM7,20006,20005,8.01,1.01,354
4996,81146_26NF5MNL,20036,22202,21.89,5.6,1036
4997,81275_26NTG8W4,20016,20016,11.36,1.55,428
4998,32736895,20004,22202,33.67,5.0,34
4999,28225966,20002,20001,12.52,3.1,29
5000,79391_26NDE1OH,20036,20037,12.0,1.08,664
5001,79456_26NTFVIY,20037,20002,17.3,3.06,932
5002,71552_26NTFNQ4,20006,20009,9.17,1.91,519
5003,66348_26NLNNSH,20001,20566,12.6,2.83,638
5004,34398677,20001,20001,65.47,25.0,49
5005,52872_26NDE281,20004,20815,24.29,6.9,1695
5006,60563_26NMWRNH,20005,20037,13.14,1.41,1111
5007,57908_26NCRRB5,20036,20037,14.95,2.57,783
5008,79529_26NF5O8Y,20002,20006,14.1,2.37,741
5009,80477_26NUIV0E,20011,20011,7.2,1.11,243
5010,33857703,20001,22202,25.32,5.5,29
5011,76115_26NCSE1P,20560,20002,9.44,1.84,536
5012,33511370,20001,20001,23.94,5.1,36
5013,78848_26NNZARK,20036,20002,13.52,1.99,621
5014,34331117,20037,20002,19.97,2.61,39
5015,30535113,20502,20008,19.7,0.0,29
5016,81998_26NFPRKW,20002,20001,12.52,1.16,701
5017,82674_26NNYWBU,20005,22202,19.19,4.88,821
5018,32066496,20002,22033,73.76,25.9,37
5019,77156_26NF4FO7,20037,20036,5.93,0.59,263
5020,32673298,22202,22202,26.43,4.3,63
5021,35629075,20003,22303,86.3,14.0,61
5022,29908153,20003,20020,31.85,5.0,61
5023,31204980,20037,20912,36.77,8.0,46
5024,73877_26NGCYIB,20001,20007,19.97,4.47,1520
5025,34612939,20006,20003,18.62,4.07,31
5026,35428340,20004,20002,23.0,11.0,31
5027,35452917,20001,22202,26.3,5.0,29
5028,28001238,20001,20001,25.02,7.0,33
5029,72785_26NP5ROT,20002,20005,13.33,1.98,732
5030,28711072,20004,20007,20.78,4.0,36
5031,35464850,20002,20037,33.83,4.95,40
5032,51649_26NFQMYE,20006,20530,8.82,0.81,452
5033,30733687,20004,20007,30.4,2.0,44
5034,27101427,20008,20002,19.97,0.0,30
5035,29151202,20418,20166,72.2,25.9,30
5036,81199_26NNI4HM,20004,20005,9.44,1.04,635
5037,71311_26NM7I5K,20006,22303,32.01,10.27,1189
5038,76925_26NCQUTG,20004,20024,14.79,1.65,682
5039,64507_26NMWYKH,20004,20002,10.28,1.03,363
5040,29841700,20001,22302,27.45,8.8,29
5041,31974743,20002,20008,25.02,7.15,32
5042,1361756A,20005,20016,10.17,2.2201592698628,447
5043,30739592,20001,20003,21.25,2.0,30
5044,26673641,20011,20024,27.2,6.98,29
5045,76080_26NLNZJ0,20037,20895,32.57,9.35,1723
5046,28135492,20005,20020,27.1,7.0,37
5047,82757_26NNHZHA,20004,20005,5.66,0.55,242
5048,34757278,20002,20815,29.42,8.8,38
5049,74145_26NF6AJX,20001,20166,71.0,29.07,3100
5050,35603851,20024,20024,17.0,2.2,30
5051,31369951,20005,22202,33.26,4.9,47
5052,33916440,20002,22202,30.69,0.0,40
5053,29847354,20009,20016,32.28,8.0,37
5054,60981_26NTG9YH,20002,20002,6.39,0.75,195
5055,29764015,20009,22202,27.81,6.0,31
5056,27050052,20009,20515,24.83,3.9,31
5057,52645_26NSU03E,20008,20008,5.39,0.63,173
5058,65988_26NL0YJ1,20005,20008,21.46,4.79,1123
5059,77773_26NNE94O,20006,22204,15.92,5.03,725
5060,31322982,20001,20008,29.42,9.5,37
5061,58051_26NSV3S7,20002,20005,13.41,1.85,883
5062,76879_26NNZOHM,20005,22203,21.24,6.7,852
5063,76606_26NEKTK4,20006,20007,9.71,1.09,462
5064,78209_26NL23JY,20001,20006,9.17,2.09,479
5065,35620220,20912,20002,31.77,7.41,37
5066,79601_26NCRJ7C,20006,20001,14.87,1.98,789
5067,26499623,20815,20011,22.4,5.57,35
5068,74722_26NNGOUV,20004,20036,10.71,1.32,618
5069,56698_26NP8SQ9,20036,20036,11.09,1.03,453
5070,72376_26NNGLXF,20009,20007,12.98,1.73,664
5071,76885_26NDCJ9L,20011,20017,15.22,3.15,794
5072,33119591,20002,20007,19.89,3.7,33
5073,80840_26NO363C,20006,20009,13.14,1.64,788
5074,77003_26NLM109,20007,22209,8.01,1.33,301
5075,30579439,20002,22205,43.37,11.0,46
5076,81848_26NTX6W5,20007,20001,12.06,2.35,673
5077,36017897,20009,22314,39.07,12.0,30
5078,33572447,20001,20008,25.24,3.4,35
5079,81901_26NRNC2G,20036,20010,13.06,2.0,697
5080,33690754,20011,20011,20.16,3.4,29
5081,20170437129056,20001,20019,26.99,4.78,35
5082,27797746,20024,20017,21.86,6.05,37
5083,27584734,20008,20002,26.99,5.56,31
5084,75703_26NMRZNP,20009,20005,8.51,0.92,374
5085,53067_26NFQPD9,20005,22202,16.11,4.59,697
5086,62752_26NFQAED,20024,20319,6.66,0.61,218
5087,31592380,20017,20003,22.94,5.23,38
5088,56003_26NFRKH6,20005,20008,19.97,3.72,1600
