,externalID,OriginZip,DestinationZip,TotalAMount,milage,Duration
7822,1348109A,20037,20037,10.47,0.5343792253238201,324
7823,77505_26NTYRMO,20009,20010,7.55,1.12,414
7824,62744_26NF4FNZ,20433,20008,19.46,3.89,1073
7825,63652_26ND9VP0,20005,20008,18.08,4.27,1259
7826,28036298,20005,20010,30.42,5.32,534
7827,70029_26NCRAH2,20427,20005,8.9,1.34,531
7828,28109341,20003,20174,71.27,29.0,52
7829,26522916,22191,20019,76.67,31.55,61
7830,30021171,20006,22202,84.52,27.7,38
7831,26546156,20007,20910,26.91,9.3,29
7832,36208270,20011,20024,45.19,7.18,57
7833,80866_26NFPEL6,20002,20037,14.57,2.5,1043
7834,61454_26NNH22J,20008,20007,11.33,2.95,540
7835,35704256,20002,20878,76.0,30.0,44
7836,32374545,20001,20036,13.58,3.0,58
7837,29452192,20004,22202,26.88,5.0,29
7838,26666822,20002,20010,18.08,3.53,30
7839,74081_26NLOSVE,20036,20037,10.9,0.85,556
7840,29491890,20001,21240,86.88,0.0,77
7841,80795_26NRO78C,20002,20547,9.98,1.2,624
7842,65770_26NPSGAO,20005,20001,9.98,1.92,717
7843,54244_26NTXOU0,20010,20009,8.28,1.35,411
7844,80795_26NTCTQ5,20009,20009,8.39,0.71,186
7845,59949_26NCRYBG,20008,22202,19.7,6.35,1040
7846,33103480,20036,20002,21.7,3.05,30
7847,32546133,20020,20001,26.32,5.64,29
7848,29201398,20011,20011,27.81,4.0,33
7849,66424_26NDDBJH,20007,20036,13.17,1.69,557
7850,30252461,22202,22202,20.43,4.7,33
7851,31827126,20004,20166,64.79,26.9,41
7852,70598_26NUITLT,20009,20001,8.24,1.19,326
7853,29677689,20024,20037,19.16,4.0,33
7854,65718_26NPV6YQ,20016,20004,7.47,0.75,323
7855,56142_26NF5UYU,20037,20004,16.04,2.48,862
7856,27315574,20009,20745,35.55,13.6,31
7857,64009_26NMUZNT,20007,20002,20.72,3.23,1302
7858,32000016,20002,20721,53.99,17.0,38
7859,59040_26NUJG2T,20009,20036,20.92,3.26,1147
7860,34979756,20045,20004,74.28,27.0,30
7861,34699621,20037,20166,64.79,27.4,42
7862,31033307,20001,20006,8.63,1.0,50
7863,29865783,22309,22202,59.32,19.2,43
7864,72291_26NF59UZ,20037,20002,16.49,2.91,932
7865,29579641,20009,20032,36.17,12.0,45
7866,56877_26NU1WX6,20002,20002,32.66,0.1,3006
7867,30922718,20007,20001,23.22,2.1,33
7868,28417319,20009,20009,67.41,28.0,42
7869,26969604,20002,20910,31.23,8.0,37
7870,35814106,20002,20745,14.52,9.4,58
7871,32019458,20001,22202,27.41,5.0,31
7872,74670_26NTF94Z,20024,20002,12.6,1.38,826
7873,35274219,20001,20003,8.66,1.6,37
7874,62523_26NF50SL,20001,20001,7.04,0.62,193
7875,91272_26NUJILR,20009,20005,12.44,1.86,575
7876,34913172,20052,20019,22.13,6.0,30
7877,33515807,20008,20002,24.4,4.0,38
7878,32724770,20009,20815,32.84,8.0,31
7879,28081928,20037,20166,63.17,27.0,34
7880,82636_26NQD1EY,20009,20009,8.36,1.28,486
7881,78003_26NFP74Q,20001,22202,16.73,5.69,802
7882,75647_26NNGMZT,20009,20219,17.54,3.23,1291
7883,79614_26NMW9Q4,20002,20005,12.52,1.72,653
7884,26891818,20001,20037,39.38,6.4,56
7885,61661_26NL3CSG,20016,20016,11.17,2.18,457
7886,79760_26NFQQ1W,20009,20007,13.33,2.29,696
7887,81468_26NSR23I,20011,20011,7.01,1.32,333
7888,27338370,20008,20166,74.7,30.2,57
7889,65324_26NO22TK,20006,20036,6.47,0.64,332
7890,81061_26NMA7J6,20036,20001,10.17,1.28,561
7891,32374544,20036,20004,10.28,2.0,54
7892,79264_26ND9ZK3,20009,20011,10.44,1.96,565
7893,26499735,20007,20011,52.79,18.1,61
7894,91335_26NNE94H,20002,22204,26.99,9.7,1155
7895,56877_26NRN6LI,20018,20018,7.28,1.14,342
7896,82728_26NPA76B,20011,20011,6.74,1.09,284
7897,27124738,20500,20009,24.52,4.0,31
7898,72036_26NP8ZYU,20024,20228,9.55,1.27,388
7899,74445_26NOP0Z6,20006,20009,11.6,1.89,831
7900,35855571,20017,20037,30.34,4.79,40
7901,50701_26NFQGSH,20005,20024,9.17,1.43,547
7902,33164617,22202,20001,35.18,4.2,39
7903,77505_26NS6GN7,20009,20001,6.47,0.91,259
7904,60514_26NTXEQ5,20001,20009,6.74,0.93,360
7905,74324_26NL47UW,20001,22314,32.18,7.88,1897
7906,26416170,20018,20032,29.26,8.98,31
7907,35430945,20005,20902,47.22,10.4,61
7908,33236865,22204,20016,25.86,7.6,141
7909,75062_26NMWGU8,20001,20002,8.96,0.92,305
7910,35565567,20001,20011,24.29,5.4,32
7911,74304_26NULT74,20005,20560,7.2,0.86,253
7912,53740_26NU1KBX,20006,20004,9.36,1.16,500
7913,82070_26NCRP7B,20007,20036,10.63,1.2,500
7914,31442895,20001,20005,11.3,1.15,492
7915,77127_26NO1ACY,20009,20783,19.08,4.47,1191
7916,35813632,20001,22203,34.34,10.7,29
7917,80496_26NGA7JJ,20009,22202,19.97,6.91,870
7918,30613514,20001,20003,19.16,2.0,34
7919,28659826,20008,22202,32.61,10.0,33
7920,33181781,20005,22202,37.09,5.0,40
7921,34716453,20007,20004,67.44,26.6,47
7922,26765720,20005,22311,37.77,8.6,51
7923,65268_26NL4OU4,20006,20001,10.44,1.21,609
7924,51661_26NF5AL8,20037,20815,22.13,5.56,1562
7925,75139_26NEKV6V,20037,20004,14.8,1.71,858
7926,75215_26NL2VAF,20009,20431,11.79,1.29,773
7927,77548_26NL4OGC,20007,20005,15.87,1.78,820
7928,26850124,20002,20854,49.4,0.0,30
7929,53149_26NLPFJS,20016,20006,16.92,1.69,1259
7930,26613198,20036,20002,22.84,2.7,31
7931,26902468,20001,20007,21.59,3.7,40
7932,30735355,20002,20015,34.63,8.0,44
7933,35069930,20016,20002,77.42,23.5,35
7934,1363049A,20001,20017,16.17,3.0844865982645,550
7935,71910_26NPRMYM,20004,20024,17.6,1.88,760
7936,76582_26NF4KFS,20005,22202,19.65,4.16,834
7937,28004424,20002,22209,29.42,11.0,32
7938,31611920,20037,20002,18.08,3.3,30
7939,33692456,20005,20005,22.94,5.8,35
7940,75637_26NSV05O,20001,20005,14.9,1.09,533
7941,31695294,20001,20007,23.97,5.4,31
7942,56122_26NCRYEB,20036,20816,24.56,5.9,1862
7943,91257_26NNH21G,20006,20036,5.93,0.53,267
7944,32186560,20001,22314,44.29,9.0,48
7945,29013751,20002,20746,34.28,12.7,32
7946,29839712,20878,20036,70.73,29.8,55
7947,80679_26NSV82K,20016,20037,16.65,3.23,1046
7948,44111_26NNG87A,20009,20814,22.67,6.83,1410
7949,31247063,22202,20002,36.26,7.2,43
7950,31004947,20002,20016,24.56,5.79,41
7951,30737574,20005,20815,19.7,7.0,45
7952,27487115,20005,20007,74.54,30.1,48
7953,31744962,20006,20166,66.33,27.5,44
7954,28482980,20001,22202,27.64,7.7,35
7955,63604_26NL3EQ7,20565,20001,11.52,1.31,707
7956,76686_26NLPLEJ,20010,20010,11.98,0.0,669
7957,31793294,20037,20549,10.17,2.9,46
7958,81910_26NTY1E5,20004,20001,8.82,1.1,390
7959,35177744,20036,20036,61.55,26.0,43
7960,35406293,20037,20024,21.94,2.58,30
7961,79894_26NFRA1L,20006,20009,12.68,1.72,933
7962,65746_26NPW5RL,20001,20566,12.6,2.57,716
7963,33834505,20011,20011,12.62,0.0,52
7964,72895_26NFQUB1,20009,20240,12.68,1.48,931
7965,30616168,20001,20001,17.81,3.0,30
7966,35507789,20002,22202,31.09,0.0,31
7967,32333561,20004,20852,37.23,11.0,34
7968,32177083,20005,20818,35.63,10.1,34
7969,72480_26NLLZ8B,20036,20008,5.93,0.73,243
7970,74834_26NCR3A7,20005,20003,20.72,3.69,1205
7971,81172_26NSQK9N,20001,22201,19.89,6.51,845
7972,32234365,20015,20015,29.38,7.6,30
7973,63806_26NQY8II,20006,20001,7.2,0.86,252
7974,72586_26NDUJC1,20036,20036,5.12,0.41,171
7975,31737803,20009,21240,77.13,32.2,54
7976,27851349,20008,20002,28.18,7.0,31
7977,31165809,20002,22202,27.41,6.0,30
7978,82361_26NP9JNO,20219,20004,12.44,1.65,572
7979,30760418,20005,20002,27.1,3.6,30
7980,65834_26NIQRFC,20433,22201,16.46,4.19,1080
7981,78487_26NDYYOH,20011,20016,18.54,4.99,1059
7982,29483546,22202,20011,39.36,8.2,36
7983,32900146,20004,20036,3.5,0.1,102
7984,34811798,20001,20017,20.7,2.94,33
7985,80017_26NCRYXC,20002,20024,11.06,1.86,746
7986,31514961,20003,22192,62.36,25.9,45
7987,74749_26NPAQPX,20005,20566,10.52,1.92,654
7988,31768573,20006,20019,30.02,6.0,40
7989,29534112,20024,20024,68.14,28.7,36
7990,34346486,20009,20024,25.83,6.0,29
7991,33153752,20005,20006,17.27,1.32,33
7992,73761_26NS8CE3,20036,20009,6.66,0.74,199
7993,31105352,20002,22201,30.44,7.1,37
7994,79336_26NFQTZ7,20004,20006,8.36,1.3,462
7995,71655_26NNG1VH,20037,20007,9.01,1.09,348
7996,33073384,20003,22151,52.64,16.3,34
7997,28952725,20008,20024,25.91,4.6,34
7998,71298_26NNG7YC,20008,20016,11.65,2.18,495
7999,30896533,20547,20904,35.63,11.8,45
8000,65746_26NDZ93H,20036,20011,17.3,3.19,1036
8001,54788_26NCQDIT,20008,20006,14.24,2.32,742
8002,74803_26NSQMCB,20001,20009,9.09,1.25,444
8003,65344_26NDXW0Z,20007,20001,11.33,2.09,668
8004,28870915,20001,20015,27.8,10.0,147
8005,27512911,20009,20174,74.51,29.0,66
8006,75215_26NMUSHU,20006,20001,10.03,0.97,514
8007,32934017,20036,20009,9.01,1.2,37
8008,66544_26NHFT2N,20008,20009,5.93,0.4,259
8009,82656_26NFRJOC,20002,20001,7.01,0.52,376
8010,79856_26NFNAX1,20005,20001,6.2,0.63,269
8011,91218_26NF4T62,20515,20036,18.57,2.66,1038
8012,77809_26NJWO5E,20002,20036,13.49,2.87,844
8013,27137520,20005,22303,34.96,10.7,31
8014,81288_26NONY3E,20037,20007,14.87,3.21,601
8015,26861022,20037,22202,35.42,8.4,44
8016,31284121,22202,20904,64.01,26.0,37
8017,26851211,20007,20007,58.85,24.0,38
8018,74686_26NSVC6V,20001,20418,28.8,5.88,2348
8019,29255688,20009,20004,17.81,2.3,31
8020,54896_26NFQ9ZY,20052,20036,10.4,1.43,661
8021,27479815,20003,20003,51.02,3.38,109
8022,76941_26NO2I4T,20547,20006,12.87,2.05,762
8023,30331428,20002,20010,19.16,3.54,33
8024,74037_26NOPB0Z,20036,20001,11.98,1.64,619
8025,36214779,20036,20020,48.32,19.77,36
8026,26763212,20001,20001,26.66,8.56,30
8027,33854870,20007,20002,23.55,3.3,38
8028,32389304,20001,20007,22.67,3.6,32
8029,32937905,20036,22206,29.35,6.4,35
8030,33077538,20004,20166,82.34,30.1,33
8031,30201224,20002,20019,20.51,4.97,31
8032,51308_26NDABA5,20005,20002,10.98,1.78,602
8033,29465503,20005,20910,28.64,7.0,35
8034,33535626,20002,22314,55.7,22.0,42
8035,27908716,20003,20003,13.49,4.0,32
8036,31961526,20001,22202,21.39,6.0,31
8037,27663979,20001,20001,139.41,0.0,67
8038,30475212,20006,20016,23.16,4.5,32
8039,33118872,22202,20001,29.24,6.2,29
8040,32312272,20515,20009,23.54,3.7,31
8041,74371_26NTEUEL,20024,20547,6.93,0.74,268
8042,32216476,22202,20011,36.42,9.8,31
8043,30060120,20006,20166,85.42,27.2,44
8044,74595_26NFN2KQ,20004,22201,19.46,4.73,871
8045,74956_26NL4MN3,20036,20009,8.28,0.69,399
8046,26841219,20002,20010,18.62,4.08,29
8047,73233_26NO2HPM,20006,20001,12.95,1.88,927
8048,30144547,20009,20019,23.75,6.7,30
8049,33402408,20005,20166,72.46,29.5,44
8050,59929_26NPVHOG,20007,20815,14.14,2.94,734
8051,75215_26NO2CMM,20003,20024,9.9,1.74,499
8052,35692134,20008,20036,14.9,1.9,34
8053,35356832,20037,20002,26.83,3.04,29
8054,28871665,20011,20012,16.92,4.9,30
8055,29450091,20036,22202,27.2,5.1,36
8056,76882_26NTX8MC,20004,20009,12.17,1.54,579
8057,29466084,20002,22102,46.46,0.0,42
8058,73283_26NRMOXQ,20004,20002,9.98,1.83,589
8059,27757286,20001,22102,50.88,18.0,32
8060,60563_26NLLSIK,20001,20017,18.35,4.7,1259
8061,33885054,20004,20004,19.35,3.36,31
8062,29948397,20001,20024,20.27,1.7,33
8063,65073_26NCSBHM,20004,20009,12.52,1.4,720
8064,75038_26NSR1BJ,20036,20745,39.42,11.55,1410
8065,29628738,20036,20003,22.0,4.0,29
8066,35581304,20005,22202,26.24,5.7,30
8067,29787344,20002,20007,28.24,3.19,48
8068,29662945,20036,20004,20.3,1.5,29
8069,34562941,20006,20006,74.73,26.0,34
8070,80430_26NCO4TL,20002,20002,9.17,1.36,585
8071,77234_26NUJ3A6,20005,20004,8.28,0.91,370
8072,35032756,20001,20852,42.43,14.0,29
8073,34010331,20036,20011,20.51,5.42,29
8074,34465928,20015,20001,11.6,2.8,33
8075,74901_26NDADSZ,20002,20002,7.47,0.89,299
8076,1362324A,20010,20012,21.7,5.7955291099945,1343
8077,29583889,20002,20854,57.23,0.0,45
8078,81688_26NKJ5SK,20037,20036,8.36,0.66,508
8079,82522_26NCO9Q9,20006,20037,9.9,1.14,533
8080,56886_26NP8JV7,20001,22202,15.11,5.14,653
8081,64438_26NDUQZ9,20037,20036,7.12,0.5,184
8082,77013_26NU09XN,20002,20003,13.56,2.18,621
8083,31995614,20003,20816,29.88,10.0,32
8084,34032677,20005,20005,22.05,5.0,29
8085,71449_26NF5PFB,20018,20018,3.5,0.0,38
8086,30468071,20008,20016,30.21,4.6,31
8087,33652292,20002,22102,49.13,14.5,33
8088,79516_26NTYQWZ,20036,20009,13.44,1.62,569
8089,27072558,20001,20032,27.37,6.62,36
8090,72646_26NONP65,20008,20520,15.11,4.48,826
8091,27297997,20006,21240,92.88,32.0,49
8092,81953_26NU0HKZ,20002,20017,11.6,2.39,696
8093,29499823,20009,22182,37.36,13.0,31
8094,33056645,20002,20016,31.62,1.0,38
8095,28484270,20010,20019,24.02,7.37,30
8096,29003726,20006,20002,18.35,4.0,30
8097,32200747,20007,20017,24.02,5.19,32
8098,56485_26NCRZPS,20001,20008,15.11,2.89,1090
8099,72479_26NF3SUJ,20037,20007,10.32,0.83,433
8100,74999_26NF52LR,20006,20037,7.74,0.59,335
8101,33165154,20036,22307,36.92,11.1,31
8102,65182_26NSUSL8,20006,20037,13.79,1.26,700
8103,79831_26NFMS57,20002,20003,11.79,2.03,640
8104,30573029,20002,20010,17.54,4.0,29
8105,59390_26NNECYK,20009,20009,5.85,0.5,139
8106,26437800,20002,20008,18.08,4.0,29
8107,30053349,20002,20018,24.16,4.5,30
8108,70390_26NQH3KL,20002,20037,12.52,2.25,664
8109,75123_26NUNKD3,20037,20007,8.82,0.97,426
8110,33620934,20002,20007,18.62,0.0,37
8111,29703033,20003,20008,24.73,5.8,33
8112,32297515,20024,20019,22.4,7.07,29
8113,91141_26NCRC2V,20005,20045,7.93,0.52,254
8114,72416_26NL2C5D,20037,20004,13.25,1.98,591
8115,82355_26NUK6QX,20036,22202,23.48,7.22,1524
8116,76491_26NFRCCT,20036,20004,9.17,1.07,574
8117,35269398,20037,22202,29.46,7.0,32
8118,28999871,20004,22203,26.21,0.0,32
8119,32451730,22202,20010,37.28,6.48,35
8120,76815_26NP96OL,20012,20037,21.7,5.83,1344
8121,31485522,20012,20037,21.78,6.1,29
8122,34357926,20006,20010,32.42,10.5,34
8123,33685298,20036,20036,15.92,2.6,29
8124,27002419,20001,22182,50.08,17.0,40
8125,35395557,20001,20007,24.56,4.67,33
8126,30787486,20001,20019,20.24,5.17,30
8127,79872_26NMWRC9,20002,20009,14.99,2.34,955
8128,81206_26NOONNR,20009,20004,12.06,2.18,655
8129,76451_26NOOS4D,20002,20245,17.22,2.43,906
8130,26442407,20037,20020,26.79,7.24,31
8131,58565_26NU1PCG,20004,20037,12.33,2.63,594
8132,74279_26NCR2DZ,20003,20004,12.52,2.05,688
8133,27929420,20002,20011,23.7,5.1,33
8134,27131375,20002,20002,40.71,14.0,35
8135,79746_26NTY16D,20005,20001,6.39,0.56,222
8136,80245_26NUJXEZ,20001,20001,9.09,1.19,452
8137,29738576,20002,20008,36.54,5.59,53
8138,29240958,20017,20037,12.95,1.8,35
8139,63135_26NF5VFE,20005,22202,19.19,5.27,803
8140,80067_26M6IV45,20004,20024,11.9,1.7,475
8141,53941_26NF5P1Y,20006,20002,13.76,1.94,1021
8142,34582412,20024,20001,23.13,4.0,39
8143,59907_26NDVSQU,20009,20010,8.63,1.44,502
8144,77285_26NCRI17,20009,20006,9.63,1.17,508
8145,33495052,20003,20003,23.86,5.0,36
8146,32826406,22202,20814,55.38,20.8,30
8147,33654205,20005,20166,63.44,26.9,44
8148,91345_26NPV3HA,20002,22181,55.8,19.77,2833
8149,28359547,20003,20745,39.74,11.1,43
8150,33219892,20001,20001,6.47,1.0,33
8151,73424_26NF5OAF,20006,20036,6.11,0.27,121
8152,65681_26NQZBQT,20009,20011,8.36,1.87,367
8153,35972138,20020,20019,26.37,6.81,39
8154,30363321,20036,20001,12.79,3.0,50
8155,27621845,20036,20166,75.8,27.2,33
8156,77660_26NS5J9F,20011,20783,8.01,1.42,357
8157,29049231,20005,20007,72.84,28.0,48
8158,75289_26ND9QND,20024,20003,11.25,2.12,602
8159,31104925,20002,22205,26.99,8.1,36
8160,80516_26NSUMQ3,20024,20007,26.99,4.51,2111
8161,35174497,20017,20032,33.99,9.3,39
8162,35982654,20009,22203,28.13,6.0,32
8163,66348_26NDB23O,20002,20002,8.09,1.53,376
8164,75824_26NL2GO2,20005,22202,18.62,5.7,1041
8165,28658764,22202,22202,34.31,6.0,45
8166,1362687A,20007,20001,15.28,2.5401654338649,1291
8167,77745_26NFQXYF,20001,22209,15.03,3.33,856
8168,30135854,20001,20006,15.06,1.3,31
8169,34351089,20009,20904,47.19,16.0,48
8170,75572_26NS5JNL,20007,20001,13.6,2.54,721
8171,35363570,20502,20006,53.45,15.0,87
8172,36081133,20005,20005,55.07,23.0,34
8173,28167295,20008,22309,56.59,19.0,35
8174,33645124,20005,20005,5.39,0.5,45
8175,34777721,20005,20815,78.23,23.6,40
8176,31160182,20001,22202,25.93,6.0,31
8177,75052_26NUIMWT,20005,20597,14.79,1.78,718
8178,27538644,20036,20002,19.08,3.7,29
8179,29243963,20008,20005,19.46,0.0,31
8180,30261362,20219,20037,19.57,2.8,33
8181,29080573,20002,20008,22.59,5.3,33
8182,77629_26NM6U57,20004,20004,8.39,0.65,192
8183,30002230,20024,22209,27.41,6.0,33
8184,33660888,20009,20020,21.59,2.2,35
8185,61813_26NNHSLJ,20036,20006,6.39,0.35,212
8186,59433_26NEHXKD,20037,22202,16.73,5.55,763
8187,75575_26NQGUFG,20008,20008,7.67,0.47,191
8188,74037_26NP8OVX,20005,20166,74.52,27.12,2117
8189,73372_26NFRB2F,20004,20001,10.98,0.98,662
8190,33602561,20001,20166,74.84,27.7,57
8191,62013_26NU1GAH,20001,22041,25.91,9.55,998
8192,78003_26NCS3HF,20005,20001,5.66,0.71,243
8193,63273_26NTBYUL,20001,20036,14.49,2.66,891
8194,29236329,20002,20015,29.42,6.7,51
8195,73209_26NMUZS3,20001,20005,17.39,0.96,1029
8196,74952_26NNZ2YI,20036,20008,9.36,1.56,409
8197,28368198,20036,22306,36.71,14.0,31
8198,32431427,20057,20001,22.29,3.8,36
8199,29781631,20001,20019,22.86,5.1,34
8200,72895_26NMVN79,20005,20002,12.52,1.89,641
8201,81595_26NQYHPF,20010,20001,9.63,1.11,538
8202,28854831,20001,20001,69.57,30.0,36
8203,30151638,20011,20024,30.96,6.0,40
8204,34195697,20005,20005,92.74,0.0,66
8205,66107_26NNHC2Z,20036,20007,8.6,1.11,419
8206,66023_26NUMQQQ,20036,20017,15.57,3.68,915
8207,34285032,20036,22303,37.5,10.9,29
8208,74842_26NO2YS7,20003,20036,14.0,2.7,612
8209,82533_26NTFGBY,20242,22201,14.03,4.28,721
8210,77828_26NNIFDF,20002,20002,20.97,0.0,1703
8211,81523_26NTXN9S,20010,20032,30.5,10.89,1670
8212,72777_26NL3RFP,20004,20001,7.01,0.76,380
8213,27220128,20006,20016,40.47,8.3,60
8214,32754194,20015,20004,9.5,3.5,29
8215,28897166,20024,20036,12.95,2.2,32
8216,62638_26NLL6D1,20005,20001,7.74,0.62,335
8217,35474782,20001,20020,24.32,5.5,32
8218,75524_26NDA4XQ,20024,22043,30.77,12.29,1160
8219,27321500,20001,22304,40.2,10.9,32
8220,71727_26NEJ7XS,20001,20037,9.44,1.44,605
8221,27890256,20004,22202,28.0,0.0,30
8222,32997439,20002,22003,48.32,20.0,33
8223,28339025,20006,20015,29.69,6.0,37
8224,81972_26ND9I8W,20002,20024,11.33,1.87,727
8225,28312316,20005,22202,26.88,5.0,34
8226,29803819,20002,20002,26.85,5.0,35
8227,29844377,20002,20009,20.46,3.1,29
8228,28129194,20024,20005,20.78,4.6,35
8229,32019809,20001,20018,19.43,5.0,31
8230,32545949,20020,20001,27.91,6.92,47
8231,76717_26NNH2NY,20001,20024,13.98,1.82,573
8232,26928863,20002,20815,32.63,7.7,34
8233,77251_26NF4896,20037,20002,20.08,2.72,1266
8234,28122097,20024,20001,11.63,1.6,52
8235,73992_26NO36FV,20005,20009,7.55,1.0,397
8236,74768_26NTF2B1,20037,20001,12.33,1.96,773
8237,74602_26NF51CF,20005,22202,18.0,4.87,769
8238,78001_26NDUQDE,20002,20008,23.13,5.15,1734
8239,29449143,20001,22202,30.36,5.7,38
8240,76285_26NTF68Z,20002,20001,12.14,2.44,777
8241,80455_26NL41EO,20009,20009,8.09,1.12,473
8242,34726074,20011,20003,31.09,7.2,37
8243,81647_26ND92VS,20005,20003,20.0,3.47,1336
8244,30285339,20010,20024,17.54,3.4,29
8245,29465520,20003,20003,23.42,5.0,34
8246,74847_26NFQ7PP,20005,20002,9.1,1.52,499
8247,82078_26NDA78Q,20009,20010,9.06,1.23,407
8248,29977651,20001,20007,81.76,27.5,58
8249,81172_26ND9PVM,20024,20010,21.24,4.04,1569
8250,34187438,20036,22201,20.97,5.2,30
8251,26624889,20011,20706,32.12,12.0,36
8252,80586_26NP95TZ,20002,20037,16.99,3.14,840
8253,51216_26NL3IZ5,20006,20006,7.82,0.56,468
8254,73201_26NL3LD5,20005,20004,11.44,1.08,589
8255,31588747,20010,20019,28.45,7.02,42
8256,34902625,20003,20007,28.08,6.24,32
8257,56039_26NU1ZO6,20007,20009,16.3,3.21,971
8258,27172636,20566,20001,82.76,29.6,37
8259,79990_26NL49QI,20005,20002,17.54,1.56,1447
8260,31790497,20005,20002,11.06,2.0,29
8261,26929163,20009,20850,39.33,15.0,35
8262,91036_26NRMQ9G,20008,22202,25.64,7.52,919
8263,32988898,20009,20024,85.33,27.7,49
8264,26910156,20002,20008,18.08,3.4,29
8265,26892016,20037,20037,34.15,5.0,53
8266,28685143,20004,20166,81.64,29.4,40
8267,34826256,22202,20002,26.13,6.4,33
8268,36166181,20010,20020,22.4,6.15,29
8269,80578_26NCO0PC,20011,20011,5.66,0.73,198
8270,73090_26NNHAM1,20004,20024,9.71,1.46,546
8271,74924_26NKIIPZ,20037,20036,9.82,0.7,458
8272,35332764,20004,20037,25.58,7.0,35
8273,79515_26NU0DEF,20011,20011,8.63,1.9,400
8274,31433687,20024,22031,67.06,21.0,53
8275,77408_26NFRDOP,20005,20036,8.36,0.92,511
8276,76901_26NNHSOC,20001,20002,13.76,2.5,935
8277,31712530,22202,20815,39.42,9.9,37
8278,36221913,20002,20024,29.72,4.2,36
8279,31142646,20009,20032,30.5,9.1,42
8280,82331_26NF696Q,20011,20011,6.47,0.73,298
8281,31741964,20017,20019,24.4,5.99,37
8282,63517_26NLNPN0,20002,20001,10.52,1.33,719
8283,77445_26NDBOEX,20001,20004,9.01,1.05,289
8284,35692054,20009,20037,21.86,3.6,31
8285,27378435,20024,20024,76.41,28.0,32
8286,31803155,20009,22202,23.6,7.0,85
8287,33214475,22202,20002,26.13,5.9,82
8288,29820253,20036,20166,93.3,31.9,50
8289,33508921,20002,22204,27.37,6.6,33
8290,82418_26NONCTA,20009,20005,8.74,0.75,309
8291,64119_26NR2Z6S,20007,20005,12.87,2.33,696
8292,30929544,20016,20004,58.42,23.7,36
8293,32237467,22202,20016,36.55,8.9,29
8294,33875291,20005,22202,34.14,5.0,33
8295,34741329,20037,20002,21.43,4.4,31
8296,74219_26NL3BEF,20004,20166,81.95,27.43,2606
8297,30519244,20002,22202,40.09,8.3,56
8298,28035196,20032,20032,65.22,9.2,64
8299,32997611,20037,20174,6.5,23.8,30
8300,26688264,20007,20010,22.03,3.0,34
8301,81033_26NMSV7J,20009,22201,17.57,4.5,686
8302,51147_26NSUEK6,20560,20004,9.09,0.94,491
8303,80759_26NNHJM8,20001,22202,20.78,5.55,1313
8304,28403964,20037,20006,17.65,2.6,33
8305,70194_26NDALRM,20009,20037,8.09,1.18,434
8306,29066333,20001,20011,27.56,7.7,36
8307,74741_26NCSMKB,20036,20016,20.51,4.49,1538
8308,75053_26NRMY99,20010,20910,17.46,5.1,978
8309,72393_26NNHCPB,20016,20006,21.16,4.15,1348
8310,31402182,20009,20003,20.24,5.15,32
8311,74385_26NM7PPK,20008,20005,17.03,2.99,917
8312,76377_26NMWGWW,20037,20006,7.12,0.65,171
8313,27251688,20037,20036,13.28,2.4,48
8314,36161325,20020,20009,24.83,5.89,30
8315,33665659,20002,20002,75.86,32.0,56
8316,20170437463254,20020,20036,27.91,6.86,30
8317,81120_26NF59NW,20001,20005,8.47,0.62,286
8318,27140936,20020,20010,25.1,7.69,31
8319,1355734A,20019,20019,9.01,0.44987274317959003,491
8320,63423_26NDUHZA,20024,20024,9.55,0.69,419
8321,76736_26NDDMYS,20037,20037,14.9,1.55,540
